squad_slot,gameweek,human_points,model_points,weekly_delta,cumulative_human,cumulative_model,cumulative_delta,raw_cumulative_human,raw_cumulative_model,raw_cumulative_delta,hold_points,raw_cumulative_hold,transfer_value_delta,comparison_eligible,free_transfers_before,transfers,hit_cost,predicted_lineup_points,predicted_3gw_gain_vs_hold,bank,captain,transfer_detail,human_chip
42,4,69.0,70.0,1.0,125.0,118.0,-7.0,125.0,118.0,-7.0,69.0,119.0,-1.0,True,1,1,0,50.255,1.309,0.0,M.Salah,Welbeck -> Richarlison,
42,5,34.0,35.0,1.0,159.0,153.0,-6.0,159.0,153.0,-6.0,36.0,155.0,-2.0,True,1,1,0,48.735,2.191,0.5,M.Salah,Cucurella -> J.Timber,
42,6,71.0,50.0,-21.0,230.0,203.0,-27.0,230.0,203.0,-27.0,44.0,199.0,4.0,True,1,1,0,50.987,0.862,0.5,M.Salah,Sarr -> Enzo,
42,7,95.0,60.0,-35.0,325.0,263.0,-62.0,325.0,263.0,-62.0,54.0,253.0,10.0,True,1,1,0,52.891,1.71,0.5,M.Salah,Milenković -> Calafiori,
42,8,77.0,51.0,-26.0,402.0,314.0,-88.0,402.0,314.0,-88.0,47.0,300.0,14.0,True,1,1,0,53.618,2.687,0.5,M.Salah,Watkins -> Gyökeres,
42,9,62.0,42.0,-20.0,464.0,356.0,-108.0,464.0,356.0,-108.0,42.0,342.0,14.0,True,1,1,0,51.505,1.628,0.0,M.Salah,Rogers -> Gakpo,
42,10,89.0,67.0,-22.0,553.0,423.0,-130.0,553.0,423.0,-130.0,73.0,415.0,8.0,True,1,0,0,52.998,0.0,0.0,M.Salah,,
42,11,32.0,29.0,-3.0,585.0,452.0,-133.0,585.0,452.0,-133.0,39.0,454.0,-2.0,True,2,2,0,53.156,1.955,0.5,M.Salah,Gyökeres -> Mateta; Caicedo -> Rice,
42,12,59.0,50.0,-9.0,644.0,502.0,-142.0,644.0,502.0,-142.0,64.0,518.0,-16.0,True,1,1,0,56.037,1.08,0.0,M.Salah,Gakpo -> Mbeumo,
42,13,63.0,26.0,-37.0,644.0,502.0,-142.0,707.0,528.0,-179.0,26.0,544.0,-16.0,False,1,1,0,51.339,0.652,0.5,M.Salah,Calafiori -> O'Reilly,Free Hit
42,14,75.0,43.0,-32.0,644.0,502.0,-142.0,782.0,571.0,-211.0,53.0,597.0,-26.0,False,1,1,0,54.642,2.448,5.0,Saka,M.Salah -> Saka,Wild Card
42,15,52.0,62.0,10.0,696.0,564.0,-132.0,834.0,633.0,-201.0,31.0,628.0,5.0,True,1,1,0,51.727,4.374,4.0,Foden,Semenyo -> Foden,
42,16,70.0,72.0,2.0,766.0,636.0,-130.0,904.0,705.0,-199.0,59.0,687.0,18.0,True,1,1,0,55.178,2.727,3.0,Saka,Mbeumo -> B.Fernandes,
42,17,87.0,62.0,-25.0,766.0,636.0,-130.0,991.0,767.0,-224.0,67.0,754.0,13.0,False,1,1,0,53.878,2.897,2.0,Saka,Mateta -> Ekitiké,3xc
42,18,46.0,53.0,7.0,812.0,689.0,-123.0,1037.0,820.0,-217.0,51.0,805.0,15.0,True,1,1,0,54.006,0.94,0.5,Saka,Enzo -> Cunha,
42,19,46.0,49.0,3.0,812.0,689.0,-123.0,1083.0,869.0,-214.0,28.0,833.0,36.0,False,1,1,0,54.521,3.441,3.0,Saka,B.Fernandes -> Cherki,Bench Boost
42,20,61.0,43.0,-18.0,873.0,732.0,-141.0,1144.0,912.0,-232.0,48.0,881.0,31.0,True,1,1,0,51.135,3.659,1.5,Saka,Rice -> Ødegaard,
42,21,77.0,33.0,-44.0,950.0,765.0,-185.0,1221.0,945.0,-276.0,36.0,917.0,28.0,True,1,1,0,51.351,2.154,2.0,Cherki,Muñoz -> Thiaw,
42,22,40.0,36.0,-4.0,990.0,801.0,-189.0,1261.0,981.0,-280.0,39.0,956.0,25.0,True,1,1,0,49.242,3.504,1.5,Saka,Ekitiké -> Watkins,
42,23,43.0,54.0,11.0,1033.0,855.0,-178.0,1304.0,1035.0,-269.0,65.0,1021.0,14.0,True,1,1,0,46.245,8.963,1.0,Wirtz,Foden -> Wirtz,
42,24,53.0,72.0,19.0,1086.0,927.0,-159.0,1357.0,1107.0,-250.0,61.0,1082.0,25.0,True,1,1,0,50.071,3.161,1.0,Wirtz,O'Reilly -> N.Williams,
42,25,64.0,37.0,-27.0,1150.0,964.0,-186.0,1421.0,1144.0,-277.0,43.0,1125.0,19.0,True,1,1,0,47.224,5.864,4.5,Rice,Saka -> Rice,
42,26,65.0,83.0,18.0,1215.0,1047.0,-168.0,1486.0,1227.0,-259.0,77.0,1202.0,25.0,True,1,2,4,69.475,12.294,2.5,Rice,Ødegaard -> B.Fernandes; N.Williams -> Gabriel,
42,27,35.0,46.0,11.0,1250.0,1093.0,-157.0,1521.0,1273.0,-248.0,51.0,1253.0,20.0,True,1,1,0,55.782,4.773,0.5,Rice,Richarlison -> Ekitiké,
42,28,81.0,83.0,2.0,1331.0,1176.0,-155.0,1602.0,1356.0,-246.0,38.0,1291.0,65.0,True,1,1,0,54.188,2.286,0.0,B.Fernandes,Cherki -> Semenyo,
42,29,94.0,80.0,-14.0,1425.0,1256.0,-169.0,1696.0,1436.0,-260.0,62.0,1353.0,83.0,True,1,2,4,53.151,2.321,0.0,B.Fernandes,Wirtz -> O.Dango; Cunha -> Palmer,
42,30,55.0,58.0,3.0,1480.0,1314.0,-166.0,1751.0,1494.0,-257.0,31.0,1384.0,110.0,True,1,1,0,57.633,1.337,0.5,B.Fernandes,Semenyo -> Iwobi,
42,31,70.0,51.0,-19.0,1550.0,1365.0,-185.0,1821.0,1545.0,-276.0,59.0,1443.0,102.0,True,1,1,0,54.754,3.306,1.5,B.Fernandes,Watkins -> Bowen,
42,32,69.0,53.0,-16.0,1550.0,1365.0,-185.0,1890.0,1598.0,-292.0,45.0,1488.0,110.0,False,1,1,0,52.804,2.828,0.0,B.Fernandes,O.Dango -> Gibbs-White,Wild Card
42,33,111.0,66.0,-45.0,1550.0,1365.0,-185.0,2001.0,1664.0,-337.0,82.0,1570.0,94.0,False,1,1,0,69.287,6.533,1.0,Guéhi,J.Timber -> Guéhi,Bench Boost
42,34,68.0,56.0,-12.0,1550.0,1365.0,-185.0,2069.0,1720.0,-349.0,44.0,1614.0,106.0,False,1,2,4,56.611,8.024,1.0,B.Fernandes,Iwobi -> Cherki; Thiaw -> O'Reilly,Free Hit
42,35,68.0,43.0,-25.0,1618.0,1408.0,-210.0,2137.0,1763.0,-374.0,39.0,1653.0,110.0,True,1,1,0,51.151,2.13,0.5,B.Fernandes,Ekitiké -> Watkins,
42,36,77.0,74.0,-3.0,1618.0,1408.0,-210.0,2214.0,1837.0,-377.0,38.0,1691.0,146.0,False,1,1,0,73.289,0.139,2.5,O'Reilly,Gibbs-White -> Hinshelwood,3xc
42,37,66.0,69.0,3.0,1684.0,1477.0,-207.0,2280.0,1906.0,-374.0,82.0,1773.0,133.0,True,1,1,0,54.859,2.504,2.0,B.Fernandes,Cherki -> Semenyo,
42,38,66.0,73.0,7.0,1750.0,1550.0,-200.0,2346.0,1979.0,-367.0,40.0,1813.0,166.0,True,1,0,0,50.212,0.0,2.0,Bowen,,
43,3,58.0,53.0,-5.0,0.0,0.0,0.0,58.0,53.0,-5.0,58.0,58.0,-5.0,False,1,1,0,45.442,3.275,3.0,Haaland,Palmer -> Gakpo,Wild Card
43,4,84.0,60.0,-24.0,84.0,60.0,-24.0,142.0,113.0,-29.0,70.0,128.0,-15.0,True,1,1,0,50.151,4.995,0.0,Haaland,P.M.Sarr -> Mbeumo,
43,5,34.0,46.0,12.0,118.0,106.0,-12.0,176.0,159.0,-17.0,48.0,176.0,-17.0,True,1,1,0,46.959,2.722,0.5,Haaland,Cucurella -> J.Timber,
43,6,64.0,77.0,13.0,118.0,106.0,-12.0,240.0,236.0,-4.0,79.0,255.0,-19.0,False,1,1,0,53.117,3.391,0.0,Haaland,Sánchez -> Pickford,3xc
43,7,95.0,85.0,-10.0,213.0,191.0,-22.0,335.0,321.0,-14.0,67.0,322.0,-1.0,True,1,1,0,55.916,1.042,0.0,Haaland,Ndiaye -> Kudus,
43,8,69.0,82.0,13.0,282.0,273.0,-9.0,404.0,403.0,-1.0,83.0,405.0,-2.0,True,1,1,0,54.056,2.472,0.0,Haaland,Rogers -> Semenyo,
43,9,32.0,53.0,21.0,314.0,326.0,12.0,436.0,456.0,20.0,37.0,442.0,14.0,True,1,1,0,53.954,2.448,0.0,Haaland,Milenković -> James,
43,10,82.0,83.0,1.0,396.0,409.0,13.0,518.0,539.0,21.0,85.0,527.0,12.0,True,1,1,0,55.639,0.3,1.5,Haaland,Watkins -> Mateta,
43,11,53.0,33.0,-20.0,449.0,442.0,-7.0,571.0,572.0,1.0,44.0,571.0,1.0,True,1,1,0,56.378,0.557,0.0,Haaland,Kudus -> Foden,
43,12,43.0,33.0,-10.0,492.0,475.0,-17.0,614.0,605.0,-9.0,59.0,630.0,-25.0,True,1,1,0,55.259,2.258,0.5,Haaland,Pickford -> Martinez,
43,13,56.0,58.0,2.0,492.0,475.0,-17.0,670.0,663.0,-7.0,23.0,653.0,10.0,False,1,1,0,52.977,0.934,1.5,Haaland,James -> Senesi,Free Hit
43,14,77.0,68.0,-9.0,569.0,543.0,-26.0,747.0,731.0,-16.0,76.0,729.0,2.0,True,1,1,0,55.944,1.169,2.5,Haaland,Gabriel -> Thiaw,
43,15,63.0,47.0,-16.0,632.0,590.0,-42.0,810.0,778.0,-32.0,44.0,773.0,5.0,True,1,1,0,53.756,3.749,2.0,Haaland,Martinez -> Raya,
43,16,78.0,66.0,-12.0,710.0,656.0,-54.0,888.0,844.0,-44.0,79.0,852.0,-8.0,True,1,1,0,54.501,3.509,0.0,B.Fernandes,Semenyo -> B.Fernandes,
43,17,92.0,69.0,-23.0,802.0,725.0,-77.0,980.0,913.0,-67.0,76.0,928.0,-15.0,True,1,1,0,53.452,2.674,1.0,Haaland,Gakpo -> Amad,
43,18,42.0,22.0,-20.0,844.0,747.0,-97.0,1022.0,935.0,-87.0,34.0,962.0,-27.0,True,1,1,0,51.764,1.845,1.0,Haaland,Mbeumo -> Cunha,
43,19,58.0,41.0,-17.0,902.0,788.0,-114.0,1080.0,976.0,-104.0,35.0,997.0,-21.0,True,1,1,0,52.228,5.483,1.0,Haaland,Amad -> Cherki,
43,20,83.0,53.0,-30.0,985.0,841.0,-144.0,1163.0,1029.0,-134.0,49.0,1046.0,-17.0,True,1,2,4,51.559,4.724,0.0,Haaland,B.Fernandes -> Bruno G.; Rice -> Saka,
43,21,59.0,48.0,-11.0,1044.0,889.0,-155.0,1222.0,1077.0,-145.0,36.0,1082.0,-5.0,True,1,1,0,55.598,1.012,0.5,Haaland,J.Timber -> N.Williams,
43,22,53.0,36.0,-17.0,1097.0,925.0,-172.0,1275.0,1113.0,-162.0,53.0,1135.0,-22.0,True,1,1,0,51.148,2.655,0.0,Haaland,Thiaw -> J.Timber,
43,23,21.0,31.0,10.0,1118.0,956.0,-162.0,1296.0,1144.0,-152.0,46.0,1181.0,-37.0,True,1,2,4,50.679,6.92,0.0,Haaland,Strand Larsen -> Thiago; Foden -> Wirtz,
43,24,72.0,68.0,-4.0,1190.0,1024.0,-166.0,1368.0,1212.0,-156.0,41.0,1222.0,-10.0,True,1,1,0,51.36,2.68,0.5,Wirtz,Cunha -> Gibbs-White,
43,25,82.0,59.0,-23.0,1272.0,1083.0,-189.0,1450.0,1271.0,-179.0,82.0,1304.0,-33.0,True,1,2,4,51.139,5.636,2.0,Haaland,Saka -> Enzo; Estève -> Gabriel,
43,26,76.0,40.0,-36.0,1272.0,1083.0,-189.0,1526.0,1311.0,-215.0,73.0,1377.0,-66.0,False,1,1,0,69.457,4.213,1.0,Gabriel,Mateta -> Ekitiké,3xc
43,27,32.0,50.0,18.0,1304.0,1133.0,-171.0,1558.0,1361.0,-197.0,38.0,1415.0,-54.0,True,1,1,0,55.958,2.776,0.0,Haaland,N.Williams -> Virgil,
43,28,88.0,79.0,-9.0,1392.0,1212.0,-180.0,1646.0,1440.0,-206.0,33.0,1448.0,-8.0,True,1,1,0,51.882,1.364,0.5,Haaland,J.Timber -> O'Reilly,
43,29,58.0,69.0,11.0,1450.0,1281.0,-169.0,1704.0,1509.0,-195.0,54.0,1502.0,7.0,True,1,2,4,54.791,10.814,0.5,M.Salah,Haaland -> Bowen; Wirtz -> M.Salah,
43,30,55.0,51.0,-4.0,1505.0,1332.0,-173.0,1759.0,1560.0,-199.0,45.0,1547.0,13.0,True,1,1,0,57.402,2.016,0.5,M.Salah,Bruno G. -> Iwobi,
43,31,78.0,46.0,-32.0,1583.0,1378.0,-205.0,1837.0,1606.0,-231.0,46.0,1593.0,13.0,True,1,2,4,53.41,8.377,2.0,B.Fernandes,M.Salah -> B.Fernandes; Cherki -> Palmer,
43,32,48.0,82.0,34.0,1631.0,1460.0,-171.0,1885.0,1688.0,-197.0,32.0,1625.0,63.0,True,1,1,0,52.296,3.873,1.5,B.Fernandes,Senesi -> N.Williams,
43,33,106.0,67.0,-39.0,1631.0,1460.0,-171.0,1991.0,1755.0,-236.0,83.0,1708.0,47.0,False,1,1,0,67.595,5.942,2.0,Guéhi,O'Reilly -> Guéhi,Wild Card
43,34,77.0,62.0,-15.0,1631.0,1460.0,-171.0,2068.0,1817.0,-251.0,26.0,1734.0,83.0,False,1,1,0,55.243,5.407,2.0,B.Fernandes,Iwobi -> Cherki,Free Hit
43,35,57.0,46.0,-11.0,1631.0,1460.0,-171.0,2125.0,1863.0,-262.0,36.0,1770.0,93.0,False,1,1,0,51.265,3.054,0.0,B.Fernandes,Enzo -> Wirtz,Bench Boost
43,36,72.0,65.0,-7.0,1703.0,1525.0,-178.0,2197.0,1928.0,-269.0,58.0,1828.0,100.0,True,1,1,0,73.122,10.169,0.0,O'Reilly,N.Williams -> O'Reilly,
43,37,75.0,57.0,-18.0,1778.0,1582.0,-196.0,2272.0,1985.0,-287.0,65.0,1893.0,92.0,True,1,1,0,53.901,2.613,0.0,B.Fernandes,Cherki -> Doku,
43,38,66.0,51.0,-15.0,1844.0,1633.0,-211.0,2338.0,2036.0,-302.0,41.0,1934.0,102.0,True,1,0,0,51.291,0.0,0.0,Doku,,
44,3,60.0,54.0,-6.0,60.0,54.0,-6.0,60.0,54.0,-6.0,52.0,52.0,2.0,True,1,1,0,46.697,4.099,3.0,M.Salah,Palmer -> Gakpo,
44,4,63.0,67.0,4.0,123.0,121.0,-2.0,123.0,121.0,-2.0,67.0,119.0,2.0,True,1,1,0,50.271,3.593,1.5,M.Salah,Dúbravka -> Pickford,
44,5,50.0,51.0,1.0,173.0,172.0,-1.0,173.0,172.0,-1.0,52.0,171.0,1.0,True,1,1,0,49.084,3.299,0.5,M.Salah,Dorgu -> J.Timber,
44,6,71.0,31.0,-40.0,173.0,172.0,-1.0,244.0,203.0,-41.0,29.0,200.0,3.0,False,1,1,0,53.607,1.243,0.0,M.Salah,Ndiaye -> Semenyo,Wild Card
44,7,72.0,61.0,-11.0,245.0,233.0,-12.0,316.0,264.0,-52.0,35.0,235.0,29.0,True,1,1,0,53.854,1.671,0.5,M.Salah,Cucurella -> Calafiori,
44,8,75.0,47.0,-28.0,320.0,280.0,-40.0,391.0,311.0,-80.0,44.0,279.0,32.0,True,1,1,0,53.407,2.687,0.5,M.Salah,Watkins -> Gyökeres,
44,9,50.0,42.0,-8.0,370.0,322.0,-48.0,441.0,353.0,-88.0,50.0,329.0,24.0,True,1,1,0,52.009,2.49,0.0,M.Salah,Evanilson -> Mateta,
44,10,80.0,69.0,-11.0,450.0,391.0,-59.0,521.0,422.0,-99.0,54.0,383.0,39.0,True,1,1,0,55.272,0.581,0.5,M.Salah,Virgil -> James,
44,11,40.0,25.0,-15.0,450.0,391.0,-59.0,561.0,447.0,-114.0,34.0,417.0,30.0,False,1,1,0,53.065,1.543,0.5,M.Salah,Reijnders -> Gravenberch,Bench Boost
44,12,56.0,22.0,-34.0,506.0,413.0,-93.0,617.0,469.0,-148.0,31.0,448.0,21.0,True,1,1,0,52.839,3.368,0.5,M.Salah,Gyökeres -> Watkins,
44,13,74.0,58.0,-16.0,506.0,413.0,-93.0,691.0,527.0,-164.0,46.0,494.0,33.0,False,1,1,0,51.685,1.956,1.0,M.Salah,James -> O'Reilly,Free Hit
44,14,82.0,53.0,-29.0,588.0,466.0,-122.0,773.0,580.0,-193.0,42.0,536.0,44.0,True,1,2,4,54.296,6.733,0.5,Saka,M.Salah -> Saka; Watkins -> Haaland,
44,15,49.0,53.0,4.0,637.0,519.0,-118.0,822.0,633.0,-189.0,67.0,603.0,30.0,True,1,1,0,52.864,1.668,0.5,Haaland,Mateta -> João Pedro,
44,16,85.0,78.0,-7.0,722.0,597.0,-125.0,907.0,711.0,-196.0,69.0,672.0,39.0,True,1,1,0,54.385,1.583,1.0,Saka,João Pedro -> Evanilson,
44,17,77.0,81.0,4.0,722.0,597.0,-125.0,984.0,792.0,-192.0,43.0,715.0,77.0,False,1,1,0,52.74,3.804,0.5,Haaland,Gakpo -> Mbeumo,3xc
44,18,52.0,52.0,0.0,774.0,649.0,-125.0,1036.0,844.0,-192.0,61.0,776.0,68.0,True,1,1,0,52.617,1.87,0.5,Haaland,Mbeumo -> Cunha,
44,19,35.0,50.0,15.0,809.0,699.0,-110.0,1071.0,894.0,-177.0,41.0,817.0,77.0,True,1,1,0,52.566,2.99,1.0,Haaland,Calafiori -> Thiaw,
44,20,49.0,54.0,5.0,858.0,753.0,-105.0,1120.0,948.0,-172.0,44.0,861.0,87.0,True,1,2,4,52.69,5.826,0.5,Haaland,B.Fernandes -> Ødegaard; Evanilson -> Ekitiké,
44,21,51.0,43.0,-8.0,909.0,796.0,-113.0,1171.0,991.0,-180.0,44.0,905.0,86.0,True,1,1,0,51.829,2.112,1.0,Haaland,Semenyo -> Cherki,
44,22,46.0,30.0,-16.0,955.0,826.0,-129.0,1217.0,1021.0,-196.0,51.0,956.0,65.0,True,1,1,0,51.632,3.962,0.5,Haaland,Ekitiké -> Watkins,
44,23,55.0,33.0,-22.0,1010.0,859.0,-151.0,1272.0,1054.0,-218.0,62.0,1018.0,36.0,True,1,2,4,51.539,7.543,0.0,Haaland,Cunha -> Wirtz; Cherki -> Enzo,
44,24,72.0,62.0,-10.0,1082.0,921.0,-161.0,1344.0,1116.0,-228.0,56.0,1074.0,42.0,True,1,1,0,51.33,3.947,0.0,Wirtz,Thiaw -> N.Williams,
44,25,69.0,55.0,-14.0,1151.0,976.0,-175.0,1413.0,1171.0,-242.0,55.0,1129.0,42.0,True,1,2,4,49.867,6.944,0.0,Haaland,Saka -> B.Fernandes; O'Reilly -> Gabriel,
44,26,78.0,61.0,-17.0,1229.0,1037.0,-192.0,1491.0,1232.0,-259.0,64.0,1193.0,39.0,True,1,1,0,72.14,13.697,1.5,Rice,Ødegaard -> Rice,
44,27,61.0,41.0,-20.0,1290.0,1078.0,-212.0,1552.0,1273.0,-279.0,32.0,1225.0,48.0,True,1,1,0,57.438,4.269,0.5,Rice,N.Williams -> Virgil,
44,28,94.0,71.0,-23.0,1384.0,1149.0,-235.0,1646.0,1344.0,-302.0,38.0,1263.0,81.0,True,1,1,0,53.103,1.933,0.0,Haaland,Van de Ven -> O'Reilly,
44,29,67.0,63.0,-4.0,1451.0,1212.0,-239.0,1713.0,1407.0,-306.0,46.0,1309.0,98.0,True,1,2,4,55.956,9.932,2.0,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
44,30,63.0,39.0,-24.0,1514.0,1251.0,-263.0,1776.0,1446.0,-330.0,30.0,1339.0,107.0,True,1,1,0,57.926,4.078,0.0,M.Salah,Gravenberch -> Gibbs-White,
44,31,59.0,55.0,-4.0,1573.0,1306.0,-267.0,1835.0,1501.0,-334.0,69.0,1408.0,93.0,True,1,1,0,51.457,4.187,1.5,B.Fernandes,Watkins -> João Pedro,
44,32,53.0,65.0,12.0,1573.0,1306.0,-267.0,1888.0,1566.0,-322.0,43.0,1451.0,115.0,False,1,1,0,52.037,3.532,1.5,B.Fernandes,O'Reilly -> N.Williams,Wild Card
44,33,96.0,76.0,-20.0,1573.0,1306.0,-267.0,1984.0,1642.0,-342.0,68.0,1519.0,123.0,False,1,1,0,66.294,5.761,1.0,Guéhi,Estève -> Guéhi,Bench Boost
44,34,72.0,43.0,-29.0,1573.0,1306.0,-267.0,2056.0,1685.0,-371.0,27.0,1546.0,139.0,False,1,1,0,55.147,4.478,1.0,B.Fernandes,Rice -> Cherki,Free Hit
44,35,53.0,55.0,2.0,1626.0,1361.0,-265.0,2109.0,1740.0,-369.0,37.0,1583.0,157.0,True,1,1,0,49.451,4.556,1.0,B.Fernandes,Enzo -> Bernardo,
44,36,79.0,47.0,-32.0,1626.0,1361.0,-265.0,2188.0,1787.0,-401.0,32.0,1615.0,172.0,False,1,1,0,71.025,3.645,0.5,O'Reilly,Guéhi -> O'Reilly,3xc
44,37,72.0,54.0,-18.0,1698.0,1415.0,-283.0,2260.0,1841.0,-419.0,59.0,1674.0,167.0,True,1,1,0,52.783,2.64,0.0,B.Fernandes,Cherki -> Semenyo,
44,38,55.0,60.0,5.0,1753.0,1475.0,-278.0,2315.0,1901.0,-414.0,92.0,1766.0,135.0,True,1,0,0,47.332,0.0,0.0,B.Fernandes,,
45,3,61.0,53.0,-8.0,61.0,53.0,-8.0,61.0,53.0,-8.0,60.0,60.0,-7.0,True,1,1,0,47.332,1.277,0.5,Haaland,Mbeumo -> Gakpo,
45,4,63.0,77.0,14.0,124.0,130.0,6.0,124.0,130.0,6.0,71.0,131.0,-1.0,True,1,1,0,51.899,2.227,0.0,Haaland,Sels -> Pickford,
45,5,62.0,64.0,2.0,186.0,194.0,8.0,186.0,194.0,8.0,68.0,199.0,-5.0,True,1,1,0,50.007,1.564,0.0,M.Salah,Muñoz -> J.Timber,
45,6,77.0,60.0,-17.0,263.0,254.0,-9.0,263.0,254.0,-9.0,61.0,260.0,-6.0,True,1,1,0,55.878,0.75,0.0,Haaland,Mateta -> João Pedro,
45,7,72.0,81.0,9.0,335.0,335.0,0.0,335.0,335.0,0.0,69.0,329.0,6.0,True,1,1,0,54.811,0.686,0.5,Haaland,Rogers -> Kudus,
45,8,63.0,64.0,1.0,398.0,399.0,1.0,398.0,399.0,1.0,92.0,421.0,-22.0,True,1,1,0,54.991,1.122,0.5,Haaland,Cash -> Krejčí,
45,9,41.0,50.0,9.0,439.0,449.0,10.0,439.0,449.0,10.0,59.0,480.0,-31.0,True,1,1,0,53.921,0.76,0.0,M.Salah,Reijnders -> Minteh,
45,10,88.0,76.0,-12.0,527.0,525.0,-2.0,527.0,525.0,-2.0,58.0,538.0,-13.0,True,1,1,0,54.515,2.517,0.0,M.Salah,Tosin -> Guéhi,
45,11,49.0,32.0,-17.0,576.0,557.0,-19.0,576.0,557.0,-19.0,36.0,574.0,-17.0,True,1,1,0,53.438,2.95,0.0,Haaland,Kudus -> Rice,
45,12,62.0,40.0,-22.0,638.0,597.0,-41.0,638.0,597.0,-41.0,43.0,617.0,-20.0,True,1,1,0,54.949,2.258,0.5,M.Salah,Pickford -> Martinez,
45,13,72.0,41.0,-31.0,638.0,597.0,-41.0,710.0,638.0,-72.0,31.0,648.0,-10.0,False,1,1,0,55.275,1.979,0.0,Haaland,Semenyo -> Eze,Free Hit
45,14,70.0,59.0,-11.0,708.0,656.0,-52.0,780.0,697.0,-83.0,73.0,721.0,-24.0,True,1,0,0,53.901,0.0,0.0,Haaland,,
45,15,62.0,39.0,-23.0,770.0,695.0,-75.0,842.0,736.0,-106.0,37.0,758.0,-22.0,True,2,2,0,52.875,4.497,0.5,Haaland,Gakpo -> Enzo; Truffert -> O'Reilly,
45,16,79.0,63.0,-16.0,849.0,758.0,-91.0,921.0,799.0,-122.0,66.0,824.0,-25.0,True,1,2,4,55.147,5.092,3.5,Saka,M.Salah -> B.Fernandes; Eze -> Saka,
45,17,83.0,75.0,-8.0,849.0,758.0,-91.0,1004.0,874.0,-130.0,76.0,900.0,-26.0,False,1,1,0,54.968,2.341,2.5,Haaland,João Pedro -> Ekitiké,3xc
45,18,59.0,40.0,-19.0,908.0,798.0,-110.0,1063.0,914.0,-149.0,37.0,937.0,-23.0,True,1,1,0,53.736,1.694,0.0,Haaland,Marc Guiu -> Woltemade,
45,19,25.0,43.0,18.0,933.0,841.0,-92.0,1088.0,957.0,-131.0,25.0,962.0,-5.0,True,1,1,0,53.407,2.279,0.5,Haaland,J.Timber -> Thiaw,
45,20,55.0,74.0,19.0,988.0,915.0,-73.0,1143.0,1031.0,-112.0,29.0,991.0,40.0,True,1,1,0,49.306,5.125,1.5,Haaland,B.Fernandes -> Ødegaard,
45,21,50.0,31.0,-19.0,1038.0,946.0,-92.0,1193.0,1062.0,-131.0,35.0,1026.0,36.0,True,1,2,4,53.46,4.508,1.0,Haaland,O'Reilly -> N.Williams; Minteh -> Cherki,
45,22,28.0,41.0,13.0,1066.0,987.0,-79.0,1221.0,1103.0,-118.0,34.0,1060.0,43.0,True,1,1,0,49.785,2.979,0.5,Haaland,Ekitiké -> Watkins,
45,23,68.0,46.0,-22.0,1134.0,1033.0,-101.0,1289.0,1149.0,-140.0,53.0,1113.0,36.0,True,1,1,0,49.462,6.537,2.0,Haaland,Saka -> Wirtz,
45,24,66.0,52.0,-14.0,1200.0,1085.0,-115.0,1355.0,1201.0,-154.0,38.0,1151.0,50.0,True,1,1,0,51.106,5.796,0.0,Wirtz,Ødegaard -> Saka,
45,25,70.0,48.0,-22.0,1270.0,1133.0,-137.0,1425.0,1249.0,-176.0,54.0,1205.0,44.0,True,1,2,4,49.696,5.403,1.0,Haaland,Saka -> Gibbs-White; Krejčí -> Gabriel,
45,26,69.0,77.0,8.0,1270.0,1133.0,-137.0,1494.0,1326.0,-168.0,48.0,1253.0,73.0,False,1,1,0,71.76,7.798,0.0,Rice,N.Williams -> Saliba,3xc
45,27,61.0,33.0,-28.0,1331.0,1166.0,-165.0,1555.0,1359.0,-196.0,44.0,1297.0,62.0,True,1,1,0,53.689,3.857,0.5,Rice,Watkins -> Ekitiké,
45,28,85.0,81.0,-4.0,1416.0,1247.0,-169.0,1640.0,1440.0,-200.0,23.0,1320.0,120.0,True,1,1,0,52.84,2.831,0.0,Haaland,Cherki -> Semenyo,
45,29,59.0,57.0,-2.0,1475.0,1304.0,-171.0,1699.0,1497.0,-202.0,40.0,1360.0,137.0,True,1,2,4,54.408,10.304,2.0,M.Salah,Haaland -> Thiago; Wirtz -> M.Salah,
45,30,79.0,38.0,-41.0,1554.0,1342.0,-212.0,1778.0,1535.0,-243.0,35.0,1395.0,140.0,True,1,2,4,58.283,7.275,0.0,M.Salah,Semenyo -> B.Fernandes; Saliba -> Virgil,
45,31,65.0,58.0,-7.0,1619.0,1400.0,-219.0,1843.0,1593.0,-250.0,27.0,1422.0,171.0,True,1,1,0,53.259,2.39,4.0,B.Fernandes,M.Salah -> Palmer,
45,32,66.0,77.0,11.0,1619.0,1400.0,-219.0,1909.0,1670.0,-239.0,52.0,1474.0,196.0,False,1,1,0,52.588,3.652,3.0,B.Fernandes,Woltemade -> Bowen,Wild Card
45,33,93.0,76.0,-17.0,1619.0,1400.0,-219.0,2002.0,1746.0,-256.0,86.0,1560.0,186.0,False,1,1,0,70.994,4.501,1.5,Guéhi,Hartman -> Matheus N.,Bench Boost
45,34,58.0,51.0,-7.0,1619.0,1400.0,-219.0,2060.0,1797.0,-263.0,24.0,1584.0,213.0,False,1,1,0,55.96,4.292,1.5,B.Fernandes,Rice -> Cherki,Free Hit
