season,player_gameweeks,structural_weight,ridge_xp_mae,ridge_xp_rmse,ridge_xp_correlation,structural_xp_mae,structural_xp_rmse,structural_xp_correlation,hybrid_xp_mae,hybrid_xp_rmse,hybrid_xp_correlation
2024/25,6613,0.35000000000000003,2.2684808974373185,3.073014363028005,0.2988758742901732,2.066934732930117,3.1159998380585234,0.313365413124791,2.17575523579125,3.0608815724672964,0.3181210524261995
2025/26,6673,0.35000000000000003,2.3423087476958404,3.154158335706965,0.22266833625495452,2.215546252547703,3.273633780530209,0.22828105481533045,2.2728110765432428,3.1659483195757057,0.23797889382875512
