squad_slot,gameweek,human_points,model_points,weekly_delta,cumulative_human,cumulative_model,cumulative_delta,raw_cumulative_human,raw_cumulative_model,raw_cumulative_delta,comparison_eligible,free_transfers_before,transfers,hit_cost,predicted_lineup_points,predicted_3gw_gain_vs_hold,bank,captain,transfer_detail,human_chip
20,36,78.0,64.0,-14.0,1178.0,1098.0,-80.0,1623.0,1507.0,-116.0,False,1,1,0,52.213,0.492,1.0,B.Fernandes,N.Williams -> Saliba,3xc
20,37,76.0,78.0,2.0,1254.0,1176.0,-78.0,1699.0,1585.0,-114.0,True,1,1,0,54.692,3.213,1.0,B.Fernandes,Cherki -> Doku,
20,38,65.0,56.0,-9.0,1319.0,1232.0,-87.0,1764.0,1641.0,-123.0,True,1,0,0,51.726,0.0,1.0,Doku,,
21,11,41.0,45.0,4.0,41.0,45.0,4.0,41.0,45.0,4.0,True,1,1,0,54.61,1.741,1.5,Haaland,Bowen -> Mateta,
21,12,51.0,46.0,-5.0,92.0,91.0,-1.0,92.0,91.0,-1.0,True,1,1,0,56.327,3.026,0.0,Haaland,Grealish -> Mbeumo,
21,13,39.0,30.0,-9.0,131.0,121.0,-10.0,131.0,121.0,-10.0,True,1,1,0,53.151,1.287,0.5,Haaland,Semenyo -> Barnes,
21,14,99.0,81.0,-18.0,230.0,202.0,-28.0,230.0,202.0,-28.0,True,1,1,0,55.528,1.669,1.5,Haaland,Gabriel -> O'Reilly,
21,15,54.0,51.0,-3.0,284.0,253.0,-31.0,284.0,253.0,-31.0,True,1,1,0,54.551,3.678,0.5,Haaland,J.Palhinha -> Rice,
21,16,87.0,66.0,-21.0,371.0,319.0,-52.0,371.0,319.0,-52.0,True,1,1,0,53.055,4.261,0.0,Haaland,Barnes -> Neto,
21,17,82.0,74.0,-8.0,453.0,393.0,-60.0,453.0,393.0,-60.0,True,1,1,0,52.809,1.169,1.0,Haaland,Saka -> B.Fernandes,
21,18,42.0,33.0,-9.0,495.0,426.0,-69.0,495.0,426.0,-69.0,True,1,1,0,55.464,2.156,0.0,Haaland,Mateta -> Ekitiké,
21,19,31.0,27.0,-4.0,495.0,426.0,-69.0,526.0,453.0,-73.0,False,1,2,4,57.1,5.752,0.0,Haaland,Mbeumo -> Schade; B.Fernandes -> Saka,Free Hit
21,20,69.0,50.0,-19.0,495.0,426.0,-69.0,595.0,503.0,-92.0,False,1,1,0,52.033,1.595,0.5,Haaland,Neto -> Bruno G.,Bench Boost
21,21,70.0,62.0,-8.0,565.0,488.0,-77.0,665.0,565.0,-100.0,True,1,1,0,52.613,1.27,0.0,Haaland,João Pedro -> Bowen,
21,22,48.0,27.0,-21.0,613.0,515.0,-98.0,713.0,592.0,-121.0,True,1,1,0,51.847,2.963,3.0,Haaland,Ekitiké -> Calvert-Lewin,
21,23,59.0,46.0,-13.0,672.0,561.0,-111.0,772.0,638.0,-134.0,True,1,1,0,53.023,5.623,4.5,Haaland,Saka -> Wirtz,
21,24,76.0,62.0,-14.0,672.0,561.0,-111.0,848.0,700.0,-148.0,False,1,1,0,50.255,9.564,1.0,Saka,Bruno G. -> Saka,Wild Card
21,25,94.0,54.0,-40.0,766.0,615.0,-151.0,942.0,754.0,-188.0,True,1,1,0,49.178,4.289,1.5,Haaland,Schade -> Enzo,
21,26,72.0,77.0,5.0,838.0,692.0,-146.0,1014.0,831.0,-183.0,True,1,1,0,54.878,6.26,2.5,Haaland,Saka -> B.Fernandes,
21,27,46.0,67.0,21.0,884.0,759.0,-125.0,1060.0,898.0,-162.0,True,1,1,0,57.541,2.695,0.0,Haaland,King -> Madueke,
21,28,79.0,63.0,-16.0,963.0,822.0,-141.0,1139.0,961.0,-178.0,True,1,1,0,53.832,0.92,0.5,Haaland,Bowen -> João Pedro,
21,29,67.0,62.0,-5.0,1030.0,884.0,-146.0,1206.0,1023.0,-183.0,True,1,2,4,53.7,9.843,2.5,Palmer,Haaland -> Ekitiké; Madueke -> Palmer,
21,30,64.0,54.0,-10.0,1094.0,938.0,-156.0,1270.0,1077.0,-193.0,True,1,1,0,56.999,4.035,3.5,B.Fernandes,Wirtz -> Gibbs-White,
21,31,61.0,38.0,-23.0,1155.0,976.0,-179.0,1331.0,1115.0,-216.0,True,1,1,0,52.559,1.29,3.0,Palmer,Muñoz -> Gabriel,
21,32,75.0,51.0,-24.0,1230.0,1027.0,-203.0,1406.0,1166.0,-240.0,True,1,1,0,51.026,3.634,3.0,B.Fernandes,O'Reilly -> N.Williams,
21,33,109.0,64.0,-45.0,1230.0,1027.0,-203.0,1515.0,1230.0,-285.0,False,1,2,4,50.711,6.519,0.5,B.Fernandes,Calvert-Lewin -> Bowen; Enzo -> Szoboszlai,Free Hit
21,34,67.0,61.0,-6.0,1297.0,1088.0,-209.0,1582.0,1291.0,-291.0,True,1,1,0,55.683,4.487,0.5,B.Fernandes,Rice -> Cherki,
21,35,57.0,52.0,-5.0,1354.0,1140.0,-214.0,1639.0,1343.0,-296.0,True,1,1,0,51.236,3.539,0.0,B.Fernandes,Ekitiké -> Watkins,
21,36,74.0,68.0,-6.0,1354.0,1140.0,-214.0,1713.0,1411.0,-302.0,False,1,1,0,52.678,0.163,0.0,B.Fernandes,Virgil -> Saliba,3xc
21,37,72.0,77.0,5.0,1426.0,1217.0,-209.0,1785.0,1488.0,-297.0,True,1,1,0,54.519,3.386,0.0,B.Fernandes,Cherki -> Doku,
21,38,63.0,65.0,2.0,1489.0,1282.0,-207.0,1848.0,1553.0,-295.0,True,1,0,0,52.367,0.0,0.0,Doku,,
22,11,51.0,52.0,1.0,0.0,0.0,0.0,51.0,52.0,1.0,False,1,1,0,54.615,2.946,2.0,Haaland,Woltemade -> Mateta,Bench Boost
22,12,39.0,43.0,4.0,39.0,43.0,4.0,90.0,95.0,5.0,True,1,1,0,56.494,1.258,0.5,Haaland,Grealish -> Foden,
22,13,33.0,42.0,9.0,39.0,43.0,4.0,123.0,137.0,14.0,False,1,1,0,53.07,1.723,0.5,Haaland,Sarr -> Barnes,3xc
22,14,60.0,70.0,10.0,99.0,113.0,14.0,183.0,207.0,24.0,True,1,1,0,55.856,1.949,1.5,Haaland,Gabriel -> O'Reilly,
22,15,71.0,65.0,-6.0,99.0,113.0,14.0,254.0,272.0,18.0,False,1,1,0,54.22,5.51,0.5,Haaland,Caicedo -> Rice,Free Hit
22,16,88.0,74.0,-14.0,187.0,187.0,0.0,342.0,346.0,4.0,True,1,1,0,54.48,2.548,0.0,Haaland,Barnes -> Neto,
22,17,73.0,74.0,1.0,260.0,261.0,1.0,415.0,420.0,5.0,True,1,1,0,54.41,1.169,1.0,Haaland,Saka -> B.Fernandes,
22,18,62.0,25.0,-37.0,322.0,286.0,-36.0,477.0,445.0,-32.0,True,1,1,0,55.969,2.156,0.0,Haaland,Mateta -> Ekitiké,
22,19,39.0,33.0,-6.0,361.0,319.0,-42.0,516.0,478.0,-38.0,True,1,2,4,56.031,6.69,0.0,Haaland,Mbeumo -> Schade; B.Fernandes -> Saka,
22,20,65.0,51.0,-14.0,426.0,370.0,-56.0,581.0,529.0,-52.0,True,1,1,0,51.464,1.595,0.5,Haaland,Neto -> Bruno G.,
22,21,83.0,48.0,-35.0,509.0,418.0,-91.0,664.0,577.0,-87.0,True,1,1,0,52.258,1.053,0.0,Haaland,J.Timber -> Gabriel,
22,22,38.0,40.0,2.0,547.0,458.0,-89.0,702.0,617.0,-85.0,True,1,2,4,52.175,3.996,0.0,Haaland,O'Reilly -> Guéhi; Ekitiké -> Watkins,
22,23,53.0,31.0,-22.0,600.0,489.0,-111.0,755.0,648.0,-107.0,True,1,1,0,53.352,5.623,1.5,Haaland,Saka -> Wirtz,
22,24,83.0,38.0,-45.0,683.0,527.0,-156.0,838.0,686.0,-152.0,True,1,2,4,52.844,8.052,0.0,Saka,Welbeck -> Thiago; Foden -> Saka,
22,25,71.0,55.0,-16.0,754.0,582.0,-172.0,909.0,741.0,-168.0,True,1,1,0,49.256,4.837,0.0,Haaland,Bruno G. -> Enzo,
22,26,81.0,50.0,-31.0,835.0,632.0,-203.0,990.0,791.0,-199.0,True,1,1,0,55.751,7.156,1.0,Haaland,Saka -> B.Fernandes,
22,27,53.0,42.0,-11.0,888.0,674.0,-214.0,1043.0,833.0,-210.0,True,1,1,0,57.554,4.223,1.5,Haaland,Watkins -> Ekitiké,
22,28,92.0,66.0,-26.0,980.0,740.0,-240.0,1135.0,899.0,-236.0,True,1,1,0,54.208,1.885,0.0,Haaland,Wirtz -> Saka,
22,29,71.0,56.0,-15.0,1051.0,796.0,-255.0,1206.0,955.0,-251.0,True,1,2,4,52.017,4.537,3.5,Saka,Haaland -> Raúl; Rice -> Palmer,
22,30,48.0,55.0,7.0,1099.0,851.0,-248.0,1254.0,1010.0,-244.0,True,1,1,0,55.572,4.473,2.0,B.Fernandes,Richards -> Virgil,
22,31,67.0,44.0,-23.0,1166.0,895.0,-271.0,1321.0,1054.0,-267.0,True,1,1,0,51.895,1.537,0.5,Palmer,Raúl -> Bowen,
22,32,55.0,74.0,19.0,1166.0,895.0,-271.0,1376.0,1128.0,-248.0,False,1,1,0,52.494,2.983,0.0,B.Fernandes,Guéhi -> N.Williams,Wild Card
22,33,107.0,53.0,-54.0,1166.0,895.0,-271.0,1483.0,1181.0,-302.0,False,1,1,0,49.403,5.113,0.0,B.Fernandes,Enzo -> Szoboszlai,Bench Boost
22,34,66.0,41.0,-25.0,1166.0,895.0,-271.0,1549.0,1222.0,-327.0,False,1,1,0,54.426,7.079,3.5,B.Fernandes,Saka -> Cherki,Free Hit
22,35,48.0,42.0,-6.0,1214.0,937.0,-277.0,1597.0,1264.0,-333.0,True,1,1,0,50.667,3.174,3.0,B.Fernandes,Ekitiké -> Watkins,
22,36,84.0,59.0,-25.0,1214.0,937.0,-277.0,1681.0,1323.0,-358.0,False,1,1,0,51.214,1.491,2.5,B.Fernandes,Sánchez -> Raya,3xc
22,37,62.0,69.0,7.0,1276.0,1006.0,-270.0,1743.0,1392.0,-351.0,True,1,2,4,54.619,4.472,1.5,Haaland,Palmer -> Doku; Watkins -> Haaland,
22,38,49.0,44.0,-5.0,1325.0,1050.0,-275.0,1792.0,1436.0,-356.0,True,1,0,0,56.492,0.0,1.5,Haaland,,
23,11,48.0,47.0,-1.0,48.0,47.0,-1.0,48.0,47.0,-1.0,True,1,1,0,55.523,0.705,0.5,Haaland,Grealish -> Mbeumo,
23,12,52.0,39.0,-13.0,100.0,86.0,-14.0,100.0,86.0,-14.0,True,1,1,0,57.038,0.983,0.0,Haaland,Guéhi -> O'Reilly,
23,13,53.0,32.0,-21.0,100.0,86.0,-14.0,153.0,118.0,-35.0,False,1,1,0,54.0,0.619,0.5,Haaland,Semenyo -> Barnes,Free Hit
23,14,77.0,54.0,-23.0,177.0,140.0,-37.0,230.0,172.0,-58.0,True,1,1,0,56.382,1.167,1.0,Haaland,Gabriel -> J.Timber,
23,15,62.0,53.0,-9.0,239.0,193.0,-46.0,292.0,225.0,-67.0,True,1,1,0,55.362,1.276,1.0,Haaland,Mbeumo -> Foden,
23,16,67.0,69.0,2.0,306.0,262.0,-44.0,359.0,294.0,-65.0,True,1,1,0,53.596,1.925,0.5,Haaland,Barnes -> Neto,
23,17,76.0,65.0,-11.0,382.0,327.0,-55.0,435.0,359.0,-76.0,True,1,1,0,54.328,2.205,0.0,Haaland,Van de Ven -> Gusto,
23,18,43.0,37.0,-6.0,425.0,364.0,-61.0,478.0,396.0,-82.0,True,1,1,0,55.076,0.611,2.0,Haaland,Mateta -> Calvert-Lewin,
23,19,44.0,35.0,-9.0,469.0,399.0,-70.0,522.0,431.0,-91.0,True,1,1,0,54.825,1.866,1.0,Haaland,Enzo -> Gordon,
23,20,63.0,26.0,-37.0,532.0,425.0,-107.0,585.0,457.0,-128.0,True,1,1,0,51.392,2.736,0.5,Haaland,Rice -> Trossard,
23,21,50.0,53.0,3.0,582.0,478.0,-104.0,635.0,510.0,-125.0,True,1,1,0,52.11,1.053,0.0,Haaland,J.Timber -> Gabriel,
23,22,46.0,28.0,-18.0,628.0,506.0,-122.0,681.0,538.0,-143.0,True,1,1,0,51.779,1.933,0.0,Haaland,Trossard -> Rogers,
23,23,32.0,30.0,-2.0,660.0,536.0,-124.0,713.0,568.0,-145.0,True,1,2,4,50.286,7.735,0.0,Haaland,Gusto -> Dorgu; Foden -> Wirtz,
23,24,73.0,58.0,-15.0,733.0,594.0,-139.0,786.0,626.0,-160.0,True,1,1,0,51.117,5.127,1.0,Saka,Gordon -> Rice,
23,25,62.0,79.0,17.0,795.0,673.0,-122.0,848.0,705.0,-143.0,True,1,2,4,50.763,3.473,0.0,Haaland,Saka -> Palmer; O'Reilly -> J.Timber,
23,26,72.0,57.0,-15.0,795.0,673.0,-122.0,920.0,762.0,-158.0,False,1,1,0,54.798,3.176,1.0,Haaland,Woltemade -> Thiago,3xc
23,27,56.0,54.0,-2.0,851.0,727.0,-124.0,976.0,816.0,-160.0,True,1,1,0,58.421,3.461,0.0,Palmer,Neto -> Mbeumo,
23,28,96.0,42.0,-54.0,947.0,769.0,-178.0,1072.0,858.0,-214.0,True,1,1,0,54.196,0.193,0.5,Haaland,J.Timber -> O'Reilly,
23,29,85.0,74.0,-11.0,1032.0,843.0,-189.0,1157.0,932.0,-225.0,True,1,2,4,53.099,6.91,1.0,M.Salah,Haaland -> João Pedro; Wirtz -> M.Salah,
23,30,48.0,46.0,-2.0,1080.0,889.0,-191.0,1205.0,978.0,-227.0,True,1,1,0,56.737,5.374,0.0,M.Salah,O'Reilly -> Virgil,
23,31,62.0,37.0,-25.0,1142.0,926.0,-216.0,1267.0,1015.0,-252.0,True,1,2,4,53.383,1.212,0.0,Palmer,Henderson -> Darlow; Mbeumo -> B.Fernandes,
23,32,71.0,62.0,-9.0,1142.0,926.0,-216.0,1338.0,1077.0,-261.0,False,1,1,0,51.806,2.777,0.0,B.Fernandes,De Cuyper -> Van den Berg,Wild Card
23,33,112.0,70.0,-42.0,1142.0,926.0,-216.0,1450.0,1147.0,-303.0,False,1,2,4,51.555,4.099,1.5,M.Salah,Palmer -> Szoboszlai; Calvert-Lewin -> Bowen,Bench Boost
23,34,77.0,33.0,-44.0,1142.0,926.0,-216.0,1527.0,1180.0,-347.0,False,1,1,0,56.232,5.242,1.5,M.Salah,Rice -> Cherki,Free Hit
23,35,58.0,53.0,-5.0,1200.0,979.0,-221.0,1585.0,1233.0,-352.0,True,1,1,0,52.374,3.001,0.0,M.Salah,João Pedro -> Watkins,
23,36,82.0,54.0,-28.0,1282.0,1033.0,-249.0,1667.0,1287.0,-380.0,True,1,1,0,51.678,0.163,0.0,B.Fernandes,Virgil -> Saliba,
23,37,58.0,92.0,34.0,1340.0,1125.0,-215.0,1725.0,1379.0,-346.0,True,1,2,4,54.155,4.588,0.0,Haaland,M.Salah -> Doku; Thiago -> Haaland,
23,38,69.0,71.0,2.0,1409.0,1196.0,-213.0,1794.0,1450.0,-344.0,True,1,0,0,55.79,0.0,0.0,Haaland,,
24,11,44.0,41.0,-3.0,44.0,41.0,-3.0,44.0,41.0,-3.0,True,1,1,0,56.624,0.674,0.0,Haaland,Andersen -> James,
24,12,44.0,36.0,-8.0,88.0,77.0,-11.0,88.0,77.0,-11.0,True,1,1,0,57.474,0.325,0.5,Haaland,James -> O'Reilly,
24,13,82.0,40.0,-42.0,88.0,77.0,-11.0,170.0,117.0,-53.0,False,1,1,0,53.634,1.287,1.0,Haaland,Semenyo -> Barnes,Free Hit
24,14,61.0,56.0,-5.0,149.0,133.0,-16.0,231.0,173.0,-58.0,True,1,1,0,57.278,2.185,1.5,Haaland,Gabriel -> J.Timber,
24,15,51.0,63.0,12.0,200.0,196.0,-4.0,282.0,236.0,-46.0,True,1,1,0,54.567,2.195,0.0,Haaland,Barnes -> Foden,
24,16,85.0,86.0,1.0,285.0,282.0,-3.0,367.0,322.0,-45.0,True,1,1,0,56.527,0.514,1.5,Haaland,Mateta -> Thiago,
24,17,80.0,65.0,-15.0,285.0,282.0,-3.0,447.0,387.0,-60.0,False,1,1,0,56.679,1.853,0.0,Haaland,Senesi -> Virgil,3xc
24,18,47.0,31.0,-16.0,332.0,313.0,-19.0,494.0,418.0,-76.0,True,1,1,0,56.968,1.801,0.0,Haaland,Mbeumo -> Cunha,
24,19,51.0,49.0,-2.0,383.0,362.0,-21.0,545.0,467.0,-78.0,True,1,1,0,56.752,3.15,1.5,Haaland,B.Fernandes -> Gordon,
24,20,42.0,55.0,13.0,425.0,417.0,-8.0,587.0,522.0,-65.0,True,1,1,0,53.334,1.237,1.5,Haaland,Enzo -> Bruno G.,
24,21,70.0,64.0,-6.0,495.0,481.0,-14.0,657.0,586.0,-71.0,True,1,1,0,53.257,2.913,0.5,Haaland,Gordon -> Wirtz,
24,22,48.0,42.0,-6.0,543.0,523.0,-20.0,705.0,628.0,-77.0,True,1,1,0,54.593,0.694,1.5,Haaland,Cunha -> Rogers,
24,23,41.0,40.0,-1.0,584.0,563.0,-21.0,746.0,668.0,-78.0,True,1,1,0,53.84,2.271,1.0,Haaland,Saka -> Palmer,
24,24,72.0,64.0,-8.0,656.0,627.0,-29.0,818.0,732.0,-86.0,True,1,2,4,52.772,13.418,0.5,Saka,Palmer -> Saka; Foden -> B.Fernandes,
24,25,89.0,86.0,-3.0,745.0,713.0,-32.0,907.0,818.0,-89.0,True,1,2,4,52.421,7.101,0.0,B.Fernandes,Saka -> Rice; Bruno G. -> Palmer,
24,26,62.0,69.0,7.0,745.0,713.0,-32.0,969.0,887.0,-82.0,False,1,1,0,56.073,2.21,0.0,Haaland,Rice -> Szoboszlai,3xc
24,27,37.0,57.0,20.0,782.0,770.0,-12.0,1006.0,944.0,-62.0,True,1,1,0,59.944,2.546,0.0,Palmer,Szoboszlai -> Rice,
24,28,52.0,68.0,16.0,834.0,838.0,4.0,1058.0,1012.0,-46.0,True,1,1,0,56.839,0.016,0.5,Haaland,Wirtz -> Mbeumo,
24,29,103.0,71.0,-32.0,937.0,909.0,-28.0,1161.0,1083.0,-78.0,True,1,2,4,54.193,4.483,3.0,Palmer,Haaland -> João Pedro; Marc Guiu -> Ekitiké,
24,30,62.0,54.0,-8.0,999.0,963.0,-36.0,1223.0,1137.0,-86.0,True,1,1,0,58.395,2.555,2.5,B.Fernandes,O'Reilly -> Konaté,
24,31,69.0,43.0,-26.0,1068.0,1006.0,-62.0,1292.0,1180.0,-112.0,True,1,1,0,51.668,2.007,3.0,Palmer,Konaté -> O'Reilly,
24,32,54.0,72.0,18.0,1068.0,1006.0,-62.0,1346.0,1252.0,-94.0,False,1,1,0,51.217,4.171,2.0,B.Fernandes,Mukiele -> N.Williams,Wild Card
24,33,104.0,56.0,-48.0,1068.0,1006.0,-62.0,1450.0,1308.0,-142.0,False,1,1,0,48.382,4.832,1.5,B.Fernandes,João Pedro -> Bowen,Bench Boost
24,34,65.0,44.0,-21.0,1068.0,1006.0,-62.0,1515.0,1352.0,-163.0,False,1,1,0,53.735,5.718,3.0,B.Fernandes,Mbeumo -> Cherki,Free Hit
24,35,65.0,37.0,-28.0,1133.0,1043.0,-90.0,1580.0,1389.0,-191.0,True,1,1,0,51.678,2.022,2.5,B.Fernandes,Ekitiké -> Watkins,
24,36,70.0,56.0,-14.0,1203.0,1099.0,-104.0,1650.0,1445.0,-205.0,True,1,1,0,52.618,2.275,2.0,B.Fernandes,J.Timber -> Gabriel,
24,37,64.0,74.0,10.0,1267.0,1173.0,-94.0,1714.0,1519.0,-195.0,True,1,1,0,54.024,3.685,2.5,B.Fernandes,Rogers -> Doku,
24,38,72.0,57.0,-15.0,1339.0,1230.0,-109.0,1786.0,1576.0,-210.0,True,1,0,0,52.862,0.0,2.5,Doku,,
25,11,49.0,48.0,-1.0,49.0,48.0,-1.0,49.0,48.0,-1.0,True,1,1,0,54.697,2.102,0.5,Haaland,Reijnders -> Mbeumo,
25,12,60.0,70.0,10.0,109.0,118.0,9.0,109.0,118.0,9.0,True,1,1,0,55.857,0.542,0.5,Haaland,Pope -> Martinez,
25,13,49.0,51.0,2.0,158.0,169.0,11.0,158.0,169.0,11.0,True,1,1,0,54.479,1.287,1.0,Haaland,Semenyo -> Barnes,
25,14,55.0,58.0,3.0,213.0,227.0,14.0,213.0,227.0,14.0,True,1,1,0,55.49,1.238,2.0,Haaland,Gabriel -> O'Reilly,
25,15,71.0,61.0,-10.0,213.0,227.0,14.0,284.0,288.0,4.0,False,1,1,0,53.106,3.452,0.0,Haaland,Mbeumo -> Saka,Free Hit
25,16,83.0,72.0,-11.0,296.0,299.0,3.0,367.0,360.0,-7.0,True,1,1,0,53.201,3.092,0.5,Haaland,Eze -> Neto,
25,17,71.0,60.0,-11.0,296.0,299.0,3.0,438.0,420.0,-18.0,False,1,1,0,52.388,3.659,0.5,Haaland,Barnes -> Amad,Bench Boost
25,18,44.0,43.0,-1.0,340.0,342.0,2.0,482.0,463.0,-19.0,True,1,1,0,53.83,1.54,0.0,Haaland,Amad -> Semenyo,
25,19,47.0,47.0,0.0,387.0,389.0,2.0,529.0,510.0,-19.0,True,1,1,0,52.798,3.15,1.5,Haaland,B.Fernandes -> Gordon,
25,20,56.0,40.0,-16.0,443.0,429.0,-14.0,585.0,550.0,-35.0,True,1,1,0,50.94,4.243,0.5,Haaland,Mateta -> Ekitiké,
25,21,59.0,59.0,0.0,502.0,488.0,-14.0,644.0,609.0,-35.0,True,1,1,0,51.755,1.154,0.0,Haaland,Muñoz -> Gabriel,
25,22,42.0,35.0,-7.0,544.0,523.0,-21.0,686.0,644.0,-42.0,True,1,1,0,51.28,2.855,3.0,Haaland,Ekitiké -> Calvert-Lewin,
25,23,42.0,31.0,-11.0,586.0,554.0,-32.0,728.0,675.0,-53.0,True,1,1,0,52.457,6.246,2.0,Haaland,Gordon -> Wirtz,
25,24,81.0,72.0,-9.0,667.0,626.0,-41.0,809.0,747.0,-62.0,True,1,1,0,51.709,2.217,0.0,Saka,Neto -> B.Fernandes,
25,25,61.0,67.0,6.0,728.0,693.0,-35.0,870.0,814.0,-56.0,True,1,1,0,51.049,5.01,3.5,B.Fernandes,Saka -> Rice,
25,26,58.0,78.0,20.0,786.0,771.0,-15.0,928.0,892.0,-36.0,True,1,1,0,56.135,5.258,0.5,Haaland,Calvert-Lewin -> Ekitiké,
25,27,49.0,55.0,6.0,835.0,826.0,-9.0,977.0,947.0,-30.0,True,1,0,0,57.747,0.0,0.5,Haaland,,
25,28,79.0,89.0,10.0,914.0,915.0,1.0,1056.0,1036.0,-20.0,True,2,2,0,56.913,0.785,0.5,Haaland,J.Timber -> Virgil; Wirtz -> Mbeumo,
25,29,83.0,84.0,1.0,997.0,999.0,2.0,1139.0,1120.0,-19.0,True,1,2,4,54.408,7.543,3.0,Palmer,Haaland -> João Pedro; Rice -> Palmer,
25,30,56.0,58.0,2.0,1053.0,1057.0,4.0,1195.0,1178.0,-17.0,True,1,1,0,56.528,2.516,2.5,B.Fernandes,O'Reilly -> Tarkowski,
25,31,64.0,40.0,-24.0,1117.0,1097.0,-20.0,1259.0,1218.0,-41.0,True,1,1,0,52.892,1.31,3.0,Palmer,Tarkowski -> O'Reilly,
25,32,58.0,58.0,0.0,1117.0,1097.0,-20.0,1317.0,1276.0,-41.0,False,1,1,0,51.375,4.58,2.5,B.Fernandes,Semenyo -> Gibbs-White,Wild Card
25,33,119.0,73.0,-46.0,1117.0,1097.0,-20.0,1436.0,1349.0,-87.0,False,1,1,0,48.431,4.832,2.0,B.Fernandes,João Pedro -> Bowen,Bench Boost
25,34,63.0,57.0,-6.0,1117.0,1097.0,-20.0,1499.0,1406.0,-93.0,False,1,1,0,55.092,5.19,3.5,B.Fernandes,Mbeumo -> Cherki,Free Hit
25,35,49.0,38.0,-11.0,1166.0,1135.0,-31.0,1548.0,1444.0,-104.0,True,1,1,0,51.931,3.087,3.0,B.Fernandes,Ekitiké -> Watkins,
25,36,82.0,58.0,-24.0,1166.0,1135.0,-31.0,1630.0,1502.0,-128.0,False,1,1,0,52.416,0.592,2.0,B.Fernandes,Livramento -> Saliba,3xc
25,37,63.0,61.0,-2.0,1229.0,1196.0,-33.0,1693.0,1563.0,-130.0,True,1,1,0,53.632,3.661,2.0,B.Fernandes,Cherki -> Doku,
25,38,69.0,65.0,-4.0,1298.0,1261.0,-37.0,1762.0,1628.0,-134.0,True,1,1,0,52.556,0.485,1.5,Doku,Martinez -> Donnarumma,
26,11,45.0,50.0,5.0,45.0,50.0,5.0,45.0,50.0,5.0,True,1,1,0,53.225,3.701,2.0,Haaland,Reijnders -> Rice,
26,12,59.0,48.0,-11.0,104.0,98.0,-6.0,104.0,98.0,-6.0,True,1,1,0,54.121,4.196,0.5,Haaland,Kudus -> Mbeumo,
26,13,51.0,36.0,-15.0,155.0,134.0,-21.0,155.0,134.0,-21.0,True,1,1,0,51.492,0.924,1.0,Haaland,Semenyo -> Barnes,
26,14,104.0,71.0,-33.0,259.0,205.0,-54.0,259.0,205.0,-54.0,True,1,1,0,53.797,2.183,2.0,Haaland,Gabriel -> O'Reilly,
26,15,61.0,61.0,0.0,259.0,205.0,-54.0,320.0,266.0,-54.0,False,1,1,0,55.957,3.066,0.0,Haaland,Mbeumo -> Saka,Bench Boost
26,16,70.0,67.0,-3.0,329.0,272.0,-57.0,390.0,333.0,-57.0,True,1,1,0,53.447,3.352,0.0,Haaland,Barnes -> Doku,
26,17,79.0,85.0,6.0,408.0,357.0,-51.0,469.0,418.0,-51.0,True,1,1,0,51.827,2.304,0.0,Haaland,Doku -> Amad,
26,18,51.0,59.0,8.0,408.0,357.0,-51.0,520.0,477.0,-43.0,False,1,1,0,54.649,1.299,0.0,Haaland,Amad -> Cherki,Free Hit
26,19,58.0,49.0,-9.0,408.0,357.0,-51.0,578.0,526.0,-52.0,False,1,1,0,54.32,2.395,1.5,Haaland,B.Fernandes -> Gordon,Wild Card
26,20,39.0,43.0,4.0,447.0,400.0,-47.0,617.0,569.0,-48.0,True,1,1,0,52.198,5.632,0.0,Haaland,Woltemade -> Ekitiké,
26,21,66.0,42.0,-24.0,513.0,442.0,-71.0,683.0,611.0,-72.0,True,1,1,0,52.532,1.125,1.0,Haaland,João Pedro -> Richarlison,
26,22,42.0,39.0,-3.0,555.0,481.0,-74.0,725.0,650.0,-75.0,True,1,1,0,48.681,4.757,0.5,Haaland,Ekitiké -> Watkins,
26,23,45.0,37.0,-8.0,600.0,518.0,-82.0,770.0,687.0,-83.0,True,1,2,4,50.024,6.702,0.5,Haaland,Calafiori -> Dorgu; Gordon -> Wirtz,
26,24,86.0,46.0,-40.0,686.0,564.0,-122.0,856.0,733.0,-123.0,True,1,1,0,51.997,3.667,0.0,Saka,Cherki -> Trossard,
26,25,62.0,51.0,-11.0,748.0,615.0,-133.0,918.0,784.0,-134.0,True,1,2,4,50.327,4.669,2.0,Haaland,Saka -> Enzo; Dorgu -> Gabriel,
26,26,57.0,60.0,3.0,748.0,615.0,-133.0,975.0,844.0,-131.0,False,1,1,0,54.937,6.032,0.0,Haaland,Trossard -> B.Fernandes,3xc
26,27,42.0,53.0,11.0,790.0,668.0,-122.0,1017.0,897.0,-120.0,True,1,1,0,55.03,4.223,0.5,Haaland,Watkins -> Ekitiké,
26,28,93.0,76.0,-17.0,883.0,744.0,-139.0,1110.0,973.0,-137.0,True,1,1,0,54.048,1.112,0.0,Haaland,Tarkowski -> Virgil,
26,29,101.0,91.0,-10.0,984.0,835.0,-149.0,1211.0,1064.0,-147.0,True,1,2,4,52.978,9.745,4.5,Palmer,Haaland -> João Pedro; Wirtz -> Palmer,
26,30,51.0,58.0,7.0,1035.0,893.0,-142.0,1262.0,1122.0,-140.0,True,1,1,0,56.406,2.017,3.5,B.Fernandes,Richarlison -> Šeško,
